GEOG_ID,AIRO_AI_ID,ED_Ward,ED_WARD_ID,County_UD,Country,Owner Occupier with Mortgage (Households),Owner Occupier No Mortgage (Households),Private Rented,Social Rented,Rented Free of Rent (Households),Total (Households),% Owner Occupier with Mortgage (Households),% Owner Occupier No Mortgage (Households),% Private Rented,% Social Rented,% Rented Free of Rent (Households),% Total (Households)
N00001327,19815,Malone,95GG33,Belfast,NI,43,74,2,2,0,121,35.5,61.2,1.7,1.7,0,100
N00001328,19816,Malone,95GG33,Belfast,NI,119,156,67,31,4,378,31.5,41.3,17.7,8.2,1.1,100
N00001329,19817,Malone,95GG33,Belfast,NI,47,48,18,2,1,116,40.5,41.4,15.5,1.7,0.9,100
N00001330,19818,Malone,95GG33,Belfast,NI,43,59,17,2,3,124,34.7,47.6,13.7,1.6,2.4,100
N00001331,19819,Malone,95GG33,Belfast,NI,48,39,27,0,2,116,41.4,33.6,23.3,0,1.7,100
N00001332,19820,Malone,95GG33,Belfast,NI,16,15,67,3,2,103,15.5,14.6,65,2.9,1.9,100
N00001333,19821,Malone,95GG33,Belfast,NI,48,56,25,1,1,131,36.6,42.7,19.1,0.8,0.8,100
N00001334,19822,Malone,95GG33,Belfast,NI,36,63,38,2,1,140,25.7,45,27.1,1.4,0.7,100
N00001335,19823,Malone,95GG33,Belfast,NI,18,24,74,4,0,121,14.9,19.8,61.2,3.3,0,100
N00001336,19824,Malone,95GG33,Belfast,NI,49,43,14,2,0,108,45.4,39.8,13,1.9,0,100
N00001337,19825,Malone,95GG33,Belfast,NI,51,49,18,1,2,121,42.1,40.5,14.9,0.8,1.7,100
N00001338,19826,Musgrave,95GG34,Belfast,NI,47,47,10,18,2,125,37.6,37.6,8,14.4,1.6,100
N00001339,19827,Musgrave,95GG34,Belfast,NI,61,34,12,36,4,147,41.5,23.1,8.2,24.5,2.7,100
N00001340,19828,Musgrave,95GG34,Belfast,NI,94,85,43,145,10,378,24.9,22.5,11.4,38.4,2.6,100
N00001341,19829,Musgrave,95GG34,Belfast,NI,54,46,9,1,0,110,49.1,41.8,8.2,0.9,0,100
N00001342,19830,Musgrave,95GG34,Belfast,NI,68,52,5,0,1,126,54,41.3,4,0,0.8,100
N00001343,19831,Musgrave,95GG34,Belfast,NI,51,38,9,3,3,104,49,36.5,8.7,2.9,2.9,100
N00001344,19832,Musgrave,95GG34,Belfast,NI,64,46,4,2,0,117,54.7,39.3,3.4,1.7,0,100
N00001345,19833,Musgrave,95GG34,Belfast,NI,30,59,4,2,1,96,31.3,61.5,4.2,2.1,1,100
N00001346,19834,Musgrave,95GG34,Belfast,NI,131,134,61,7,6,341,38.4,39.3,17.9,2.1,1.8,100
N00001347,19835,Musgrave,95GG34,Belfast,NI,84,45,73,2,1,208,40.4,21.6,35.1,1,0.5,100
N00001348,19836,Musgrave,95GG34,Belfast,NI,61,39,25,2,1,128,47.7,30.5,19.5,1.6,0.8,100
N00001349,19837,Musgrave,95GG34,Belfast,NI,34,39,41,0,3,119,28.6,32.8,34.5,0,2.5,100
N00001350,19838,New Lodge,95GG35,Belfast,NI,56,73,24,244,14,413,13.6,17.7,5.8,59.1,3.4,100
N00001351,19839,New Lodge,95GG35,Belfast,NI,40,23,6,95,9,173,23.1,13.3,3.5,54.9,5.2,100
N00001352,19840,New Lodge,95GG35,Belfast,NI,13,20,36,60,7,137,9.5,14.6,26.3,43.8,5.1,100
N00001353,19841,New Lodge,95GG35,Belfast,NI,9,3,8,122,2,144,6.3,2.1,5.6,84.7,1.4,100
N00001354,19842,New Lodge,95GG35,Belfast,NI,62,52,18,241,21,397,15.6,13.1,4.5,60.7,5.3,100
N00001355,19843,New Lodge,95GG35,Belfast,NI,30,20,15,57,1,124,24.2,16.1,12.1,46,0.8,100
N00001356,19844,New Lodge,95GG35,Belfast,NI,17,10,5,72,7,112,15.2,8.9,4.5,64.3,6.3,100
N00001357,19845,New Lodge,95GG35,Belfast,NI,3,1,1,87,6,98,3.1,1,1,88.8,6.1,100
N00001358,19846,New Lodge,95GG35,Belfast,NI,25,27,31,76,4,163,15.3,16.6,19,46.6,2.5,100
N00001359,19847,New Lodge,95GG35,Belfast,NI,33,21,16,47,3,120,27.5,17.5,13.3,39.2,2.5,100
N00001360,19848,New Lodge,95GG35,Belfast,NI,16,20,24,49,5,116,13.8,17.2,20.7,42.2,4.3,100
N00001361,19849,New Lodge,95GG35,Belfast,NI,27,21,16,43,5,113,23.9,18.6,14.2,38.1,4.4,100
N00001362,19850,New Lodge,95GG35,Belfast,NI,11,6,5,99,13,134,8.2,4.5,3.7,73.9,9.7,100
N00001363,19851,Orangefield,95GG36,Belfast,NI,54,48,13,1,2,119,45.4,40.3,10.9,0.8,1.7,100
N00001364,19852,Orangefield,95GG36,Belfast,NI,101,59,57,28,4,251,40.2,23.5,22.7,11.2,1.6,100
N00001365,19853,Orangefield,95GG36,Belfast,NI,92,48,30,3,1,174,52.9,27.6,17.2,1.7,0.6,100
N00001366,19854,Orangefield,95GG36,Belfast,NI,59,42,16,2,0,119,49.6,35.3,13.4,1.7,0,100
N00001367,19855,Orangefield,95GG36,Belfast,NI,43,42,26,50,0,164,26.2,25.6,15.9,30.5,0,100
N00001368,19856,Orangefield,95GG36,Belfast,NI,57,58,7,3,1,126,45.2,46,5.6,2.4,0.8,100
N00001369,19857,Orangefield,95GG36,Belfast,NI,65,68,15,13,3,165,39.4,41.2,9.1,7.9,1.8,100
N00001370,19858,Orangefield,95GG36,Belfast,NI,72,52,13,48,2,187,38.5,27.8,7,25.7,1.1,100
N00001371,19859,Orangefield,95GG36,Belfast,NI,68,27,11,2,1,111,61.3,24.3,9.9,1.8,0.9,100
N00001372,19860,Orangefield,95GG36,Belfast,NI,124,109,12,1,0,247,50.2,44.1,4.9,0.4,0,100
N00001373,19861,Orangefield,95GG36,Belfast,NI,50,53,7,2,2,114,43.9,46.5,6.1,1.8,1.8,100
N00001374,19862,Orangefield,95GG36,Belfast,NI,58,46,6,1,1,112,51.8,41.1,5.4,0.9,0.9,100
N00001375,19863,Orangefield,95GG36,Belfast,NI,52,40,13,53,2,165,31.5,24.2,7.9,32.1,1.2,100
N00001376,19864,Orangefield,95GG36,Belfast,NI,38,25,25,3,3,96,39.6,26,26,3.1,3.1,100
N00001377,19865,Orangefield,95GG36,Belfast,NI,45,58,7,4,0,115,39.1,50.4,6.1,3.5,0,100
N00001378,19866,Orangefield,95GG36,Belfast,NI,54,33,14,4,1,106,50.9,31.1,13.2,3.8,0.9,100
N00001379,19867,Orangefield,95GG36,Belfast,NI,44,47,15,4,0,110,40,42.7,13.6,3.6,0,100
N00001380,19868,Ravenhill,95GG37,Belfast,NI,57,36,39,0,0,133,42.9,27.1,29.3,0,0,100
N00001381,19869,Ravenhill,95GG37,Belfast,NI,60,24,84,12,0,182,33,13.2,46.2,6.6,0,100
N00001382,19870,Ravenhill,95GG37,Belfast,NI,52,44,15,0,4,115,45.2,38.3,13,0,3.5,100
N00001383,19871,Ravenhill,95GG37,Belfast,NI,45,43,5,6,1,100,45,43,5,6,1,100
N00001384,19872,Ravenhill,95GG37,Belfast,NI,62,38,15,1,1,117,53,32.5,12.8,0.9,0.9,100
N00001385,19873,Ravenhill,95GG37,Belfast,NI,62,51,16,3,0,132,47,38.6,12.1,2.3,0,100
N00001386,19874,Ravenhill,95GG37,Belfast,NI,99,55,92,8,3,262,37.8,21,35.1,3.1,1.1,100
N00001387,19875,Ravenhill,95GG37,Belfast,NI,50,23,48,8,0,130,38.5,17.7,36.9,6.2,0,100
N00001388,19876,Ravenhill,95GG37,Belfast,NI,34,38,23,15,4,115,29.6,33,20,13,3.5,100
N00001389,19877,Ravenhill,95GG37,Belfast,NI,35,23,38,2,0,98,35.7,23.5,38.8,2,0,100
N00001390,19878,Ravenhill,95GG37,Belfast,NI,50,47,8,0,1,107,46.7,43.9,7.5,0,0.9,100
N00001391,19879,Ravenhill,95GG37,Belfast,NI,53,47,5,1,0,107,49.5,43.9,4.7,0.9,0,100
N00001392,19880,Ravenhill,95GG37,Belfast,NI,29,21,47,28,4,132,22,15.9,35.6,21.2,3,100
N00001393,19881,Ravenhill,95GG37,Belfast,NI,55,27,52,3,1,142,38.7,19,36.6,2.1,0.7,100
N00001394,19882,Ravenhill,95GG37,Belfast,NI,49,36,35,1,1,122,40.2,29.5,28.7,0.8,0.8,100
N00001395,19883,Ravenhill,95GG37,Belfast,NI,50,48,23,1,1,123,40.7,39,18.7,0.8,0.8,100
N00001396,19884,Ravenhill,95GG37,Belfast,NI,82,33,184,17,2,320,25.6,10.3,57.5,5.3,0.6,100
N00001397,19885,Ravenhill,95GG37,Belfast,NI,30,27,32,27,3,119,25.2,22.7,26.9,22.7,2.5,100
N00001398,19886,Ravenhill,95GG37,Belfast,NI,41,40,43,5,0,131,31.3,30.5,32.8,3.8,0,100
N00001399,19887,Rosetta,95GG38,Belfast,NI,142,118,55,39,9,363,39.1,32.5,15.2,10.7,2.5,100
N00001400,19888,Rosetta,95GG38,Belfast,NI,56,67,13,1,0,137,40.9,48.9,9.5,0.7,0,100
N00001401,19889,Rosetta,95GG38,Belfast,NI,154,73,117,83,11,442,34.8,16.5,26.5,18.8,2.5,100
N00001402,19890,Rosetta,95GG38,Belfast,NI,130,79,72,8,3,292,44.5,27.1,24.7,2.7,1,100
N00001403,19891,Rosetta,95GG38,Belfast,NI,52,41,36,2,3,135,38.5,30.4,26.7,1.5,2.2,100
N00001404,19892,Rosetta,95GG38,Belfast,NI,90,69,98,29,7,295,30.5,23.4,33.2,9.8,2.4,100
N00001405,19893,Rosetta,95GG38,Belfast,NI,31,24,13,43,3,114,27.2,21.1,11.4,37.7,2.6,100
N00001406,19894,Rosetta,95GG38,Belfast,NI,44,22,16,23,5,112,39.3,19.6,14.3,20.5,4.5,100
N00001407,19895,Rosetta,95GG38,Belfast,NI,25,17,45,31,3,121,20.7,14,37.2,25.6,2.5,100
N00001408,19896,Rosetta,95GG38,Belfast,NI,81,61,61,4,2,211,38.4,28.9,28.9,1.9,0.9,100
N00001409,19897,Rosetta,95GG38,Belfast,NI,55,36,17,2,1,111,49.5,32.4,15.3,1.8,0.9,100
N00001410,19898,Rosetta,95GG38,Belfast,NI,55,53,10,4,3,125,44,42.4,8,3.2,2.4,100
N00001411,19899,Rosetta,95GG38,Belfast,NI,53,49,17,3,1,123,43.1,39.8,13.8,2.4,0.8,100
N00001412,19900,Rosetta,95GG38,Belfast,NI,14,16,19,48,5,102,13.7,15.7,18.6,47.1,4.9,100
N00001413,19901,Rosetta,95GG38,Belfast,NI,50,51,12,4,3,120,41.7,42.5,10,3.3,2.5,100
N00001414,19902,Rosetta,95GG38,Belfast,NI,52,40,18,2,0,112,46.4,35.7,16.1,1.8,0,100
N00001415,19903,Shaftesbury,95GG39,Belfast,NI,28,12,6,63,6,115,24.3,10.4,5.2,54.8,5.2,100
N00001416,19904,Shaftesbury,95GG39,Belfast,NI,99,37,227,87,21,472,21,7.8,48.1,18.4,4.4,100
N00001417,19905,Shaftesbury,95GG39,Belfast,NI,14,9,8,107,10,148,9.5,6.1,5.4,72.3,6.8,100
N00001418,19906,Shaftesbury,95GG39,Belfast,NI,77,32,83,117,11,321,24,10,25.9,36.4,3.4,100
N00001419,19907,Shaftesbury,95GG39,Belfast,NI,23,13,33,42,5,116,19.8,11.2,28.4,36.2,4.3,100
N00001420,19908,Shaftesbury,95GG39,Belfast,NI,16,5,8,92,11,132,12.1,3.8,6.1,69.7,8.3,100
N00001421,19909,Shaftesbury,95GG39,Belfast,NI,107,76,299,192,29,708,15.1,10.7,42.2,27.1,4.1,100
N00001422,19910,Shaftesbury,95GG39,Belfast,NI,11,6,5,86,7,115,9.6,5.2,4.3,74.8,6.1,100
N00001423,19911,Shaftesbury,95GG39,Belfast,NI,24,12,12,147,14,209,11.5,5.7,5.7,70.3,6.7,100
N00001424,19912,Shaftesbury,95GG39,Belfast,NI,8,9,11,80,6,114,7,7.9,9.6,70.2,5.3,100
N00001425,19913,Shaftesbury,95GG39,Belfast,NI,17,13,11,71,11,124,13.7,10.5,8.9,57.3,8.9,100
N00001426,19914,Shaftesbury,95GG39,Belfast,NI,14,7,7,81,9,118,11.9,5.9,5.9,68.6,7.6,100
N00001427,19915,Shaftesbury,95GG39,Belfast,NI,27,11,9,71,5,123,22,8.9,7.3,57.7,4.1,100
N00001428,19916,Shaftesbury,95GG39,Belfast,NI,20,17,31,53,7,128,15.6,13.3,24.2,41.4,5.5,100
N00001429,19917,Shaftesbury,95GG39,Belfast,NI,44,53,220,188,38,544,8.1,9.7,40.4,34.6,7,100
N00001430,19918,Shaftesbury,95GG39,Belfast,NI,13,12,12,84,8,129,10.1,9.3,9.3,65.1,6.2,100
N00001431,19919,Shankill,95GG40,Belfast,NI,41,13,20,57,4,136,30.1,9.6,14.7,41.9,2.9,100
N00001432,19920,Shankill,95GG40,Belfast,NI,16,4,18,89,9,138,11.6,2.9,13,64.5,6.5,100
N00001433,19921,Shankill,95GG40,Belfast,NI,47,9,28,45,7,136,34.6,6.6,20.6,33.1,5.1,100
N00001434,19922,Shankill,95GG40,Belfast,NI,30,6,15,73,10,134,22.4,4.5,11.2,54.5,7.5,100
N00001435,19923,Shankill,95GG40,Belfast,NI,11,2,7,99,9,128,8.6,1.6,5.5,77.3,7,100
N00001436,19924,Shankill,95GG40,Belfast,NI,14,6,9,85,16,130,10.8,4.6,6.9,65.4,12.3,100
N00001437,19925,Shankill,95GG40,Belfast,NI,6,4,0,83,2,96,6.3,4.2,0,86.5,2.1,100
N00001438,19926,Shankill,95GG40,Belfast,NI,16,13,2,95,13,139,11.5,9.4,1.4,68.3,9.4,100
N00001439,19927,Shankill,95GG40,Belfast,NI,27,14,26,79,16,163,16.6,8.6,16,48.5,9.8,100
N00001440,19928,Shankill,95GG40,Belfast,NI,15,12,7,88,18,141,10.6,8.5,5,62.4,12.8,100
N00001441,19929,Shankill,95GG40,Belfast,NI,14,5,4,105,7,135,10.4,3.7,3,77.8,5.2,100
N00001442,19930,Shankill,95GG40,Belfast,NI,13,13,8,76,5,115,11.3,11.3,7,66.1,4.3,100
N00001443,19931,Shankill,95GG40,Belfast,NI,10,10,19,68,8,115,8.7,8.7,16.5,59.1,7,100
N00001444,19932,Shankill,95GG40,Belfast,NI,10,8,3,123,11,155,6.5,5.2,1.9,79.4,7.1,100
N00001445,19933,Stormont,95GG41,Belfast,NI,59,72,18,2,1,152,38.8,47.4,11.8,1.3,0.7,100
N00001446,19934,Stormont,95GG41,Belfast,NI,49,77,3,0,2,132,37.1,58.3,2.3,0,1.5,100
N00001447,19935,Stormont,95GG41,Belfast,NI,32,80,11,0,1,124,25.8,64.5,8.9,0,0.8,100
N00001448,19936,Stormont,95GG41,Belfast,NI,60,65,3,2,3,133,45.1,48.9,2.3,1.5,2.3,100
N00001449,19937,Stormont,95GG41,Belfast,NI,50,68,9,1,2,130,38.5,52.3,6.9,0.8,1.5,100
N00001450,19938,Stormont,95GG41,Belfast,NI,38,72,4,1,1,118,32.2,61,3.4,0.8,0.8,100
N00001451,19939,Stormont,95GG41,Belfast,NI,25,49,8,26,6,114,21.9,43,7,22.8,5.3,100
N00001452,19940,Stormont,95GG41,Belfast,NI,44,73,4,3,0,124,35.5,58.9,3.2,2.4,0,100
N00001453,19941,Stormont,95GG41,Belfast,NI,49,79,0,4,2,134,36.6,59,0,3,1.5,100
N00001454,19942,Stormont,95GG41,Belfast,NI,42,66,6,1,2,117,35.9,56.4,5.1,0.9,1.7,100
N00001455,19943,Stormont,95GG41,Belfast,NI,44,41,15,5,2,107,41.1,38.3,14,4.7,1.9,100
N00001456,19944,Stormont,95GG41,Belfast,NI,51,61,28,0,1,141,36.2,43.3,19.9,0,0.7,100
N00001457,19945,Stormont,95GG41,Belfast,NI,52,64,6,2,1,125,41.6,51.2,4.8,1.6,0.8,100
N00001458,19946,Stormont,95GG41,Belfast,NI,55,41,23,10,1,130,42.3,31.5,17.7,7.7,0.8,100
N00001459,19947,Stormont,95GG41,Belfast,NI,52,60,11,2,4,129,40.3,46.5,8.5,1.6,3.1,100
N00001460,19948,Stormont,95GG41,Belfast,NI,96,85,35,39,6,263,36.5,32.3,13.3,14.8,2.3,100
N00001461,19949,Stranmillis,95GG42,Belfast,NI,49,62,14,1,1,127,38.6,48.8,11,0.8,0.8,100
N00001462,19950,Stranmillis,95GG42,Belfast,NI,53,65,17,0,2,137,38.7,47.4,12.4,0,1.5,100
N00001463,19951,Stranmillis,95GG42,Belfast,NI,46,65,25,1,1,138,33.3,47.1,18.1,0.7,0.7,100
N00001464,19952,Stranmillis,95GG42,Belfast,NI,54,61,7,4,2,128,42.2,47.7,5.5,3.1,1.6,100
N00001465,19953,Stranmillis,95GG42,Belfast,NI,53,84,17,2,3,159,33.3,52.8,10.7,1.3,1.9,100
N00001466,19954,Stranmillis,95GG42,Belfast,NI,21,36,41,6,1,105,20,34.3,39,5.7,1,100
N00001467,19955,Stranmillis,95GG42,Belfast,NI,24,60,15,3,2,104,23.1,57.7,14.4,2.9,1.9,100
N00001468,19956,Stranmillis,95GG42,Belfast,NI,6,32,68,3,1,111,5.4,28.8,61.3,2.7,0.9,100
N00001469,19957,Stranmillis,95GG42,Belfast,NI,14,25,71,3,1,114,12.3,21.9,62.3,2.6,0.9,100
N00001470,19958,Stranmillis,95GG42,Belfast,NI,7,16,106,2,2,134,5.2,11.9,79.1,1.5,1.5,100
N00001471,19959,Stranmillis,95GG42,Belfast,NI,12,11,115,1,1,143,8.4,7.7,80.4,0.7,0.7,100
N00001472,19960,Stranmillis,95GG42,Belfast,NI,104,76,50,4,3,238,43.7,31.9,21,1.7,1.3,100
N00001473,19961,Stranmillis,95GG42,Belfast,NI,44,41,110,11,3,209,21.1,19.6,52.6,5.3,1.4,100
N00001474,19962,Stranmillis,95GG42,Belfast,NI,37,56,16,2,1,113,32.7,49.6,14.2,1.8,0.9,100
N00001475,19963,Stranmillis,95GG42,Belfast,NI,30,45,63,2,1,141,21.3,31.9,44.7,1.4,0.7,100
N00001476,19964,Stranmillis,95GG42,Belfast,NI,37,45,39,3,2,128,28.9,35.2,30.5,2.3,1.6,100
N00001477,19965,Stranmillis,95GG42,Belfast,NI,43,49,17,2,2,113,38.1,43.4,15,1.8,1.8,100
N00001478,19966,Stranmillis,95GG42,Belfast,NI,48,56,27,0,1,132,36.4,42.4,20.5,0,0.8,100
N00001479,19967,Stranmillis,95GG42,Belfast,NI,46,57,26,2,1,132,34.8,43.2,19.7,1.5,0.8,100
N00001480,19968,Sydenham,95GG43,Belfast,NI,45,30,34,121,9,240,18.8,12.5,14.2,50.4,3.8,100
N00001481,19969,Sydenham,95GG43,Belfast,NI,24,12,3,62,4,105,22.9,11.4,2.9,59,3.8,100
N00001482,19970,Sydenham,95GG43,Belfast,NI,45,46,38,6,2,139,32.4,33.1,27.3,4.3,1.4,100
N00001483,19971,Sydenham,95GG43,Belfast,NI,58,27,23,9,4,124,46.8,21.8,18.5,7.3,3.2,100
N00001484,19972,Sydenham,95GG43,Belfast,NI,39,16,28,25,2,112,34.8,14.3,25,22.3,1.8,100
N00001485,19973,Sydenham,95GG43,Belfast,NI,49,29,47,3,1,130,37.7,22.3,36.2,2.3,0.8,100
N00001486,19974,Sydenham,95GG43,Belfast,NI,61,45,16,2,2,127,48,35.4,12.6,1.6,1.6,100
N00001487,19975,Sydenham,95GG43,Belfast,NI,56,60,16,4,1,138,40.6,43.5,11.6,2.9,0.7,100
N00001488,19976,Sydenham,95GG43,Belfast,NI,62,30,16,7,0,117,53,25.6,13.7,6,0,100
N00001489,19977,Sydenham,95GG43,Belfast,NI,42,62,13,3,1,121,34.7,51.2,10.7,2.5,0.8,100
N00001490,19978,Sydenham,95GG43,Belfast,NI,34,17,37,11,1,101,33.7,16.8,36.6,10.9,1,100
N00001491,19979,Sydenham,95GG43,Belfast,NI,23,19,15,79,4,140,16.4,13.6,10.7,56.4,2.9,100
N00001492,19980,Sydenham,95GG43,Belfast,NI,28,19,11,55,1,115,24.3,16.5,9.6,47.8,0.9,100
N00001493,19981,Sydenham,95GG43,Belfast,NI,58,34,26,2,1,121,47.9,28.1,21.5,1.7,0.8,100
N00001494,19982,Sydenham,95GG43,Belfast,NI,44,20,26,5,0,96,45.8,20.8,27.1,5.2,0,100
N00001495,19983,Sydenham,95GG43,Belfast,NI,42,31,27,26,7,134,31.3,23.1,20.1,19.4,5.2,100
N00001496,19984,Sydenham,95GG43,Belfast,NI,51,18,58,15,5,150,34,12,38.7,10,3.3,100
N00001497,19985,Sydenham,95GG43,Belfast,NI,51,18,33,3,0,106,48.1,17,31.1,2.8,0,100
N00001498,19986,The Mount,95GG44,Belfast,NI,20,5,59,101,11,198,10.1,2.5,29.8,51,5.6,100
N00001499,19987,The Mount,95GG44,Belfast,NI,23,15,44,53,7,144,16,10.4,30.6,36.8,4.9,100
N00001500,19988,The Mount,95GG44,Belfast,NI,17,12,31,83,4,147,11.6,8.2,21.1,56.5,2.7,100
N00001501,19989,The Mount,95GG44,Belfast,NI,28,25,91,117,9,274,10.2,9.1,33.2,42.7,3.3,100
N00001502,19990,The Mount,95GG44,Belfast,NI,55,26,35,74,4,196,28.1,13.3,17.9,37.8,2,100
N00001503,19991,The Mount,95GG44,Belfast,NI,23,16,9,53,11,113,20.4,14.2,8,46.9,9.7,100
N00001504,19992,The Mount,95GG44,Belfast,NI,10,12,14,67,3,106,9.4,11.3,13.2,63.2,2.8,100
N00001505,19993,The Mount,95GG44,Belfast,NI,30,17,98,58,6,212,14.2,8,46.2,27.4,2.8,100
N00001506,19994,The Mount,95GG44,Belfast,NI,19,20,59,28,2,128,14.8,15.6,46.1,21.9,1.6,100
N00001507,19995,The Mount,95GG44,Belfast,NI,16,12,11,68,8,115,13.9,10.4,9.6,59.1,7,100
N00001508,19996,The Mount,95GG44,Belfast,NI,46,12,80,64,3,207,22.2,5.8,38.6,30.9,1.4,100
N00001509,19997,The Mount,95GG44,Belfast,NI,40,19,39,93,8,201,19.9,9.5,19.4,46.3,4,100
N00001510,19998,The Mount,95GG44,Belfast,NI,38,29,26,27,1,122,31.1,23.8,21.3,22.1,0.8,100
N00001511,19999,The Mount,95GG44,Belfast,NI,28,27,73,139,14,281,10,9.6,26,49.5,5,100
N00001512,20000,The Mount,95GG44,Belfast,NI,32,21,53,29,2,137,23.4,15.3,38.7,21.2,1.5,100
N00001513,20001,The Mount,95GG44,Belfast,NI,30,13,53,24,4,124,24.2,10.5,42.7,19.4,3.2,100
N00001514,20002,Upper Malone,95GG45,Belfast,NI,34,35,16,22,1,109,31.2,32.1,14.7,20.2,0.9,100
N00001515,20003,Upper Malone,95GG45,Belfast,NI,38,86,5,0,2,131,29,65.6,3.8,0,1.5,100
N00001516,20004,Upper Malone,95GG45,Belfast,NI,33,88,3,1,2,127,26,69.3,2.4,0.8,1.6,100
N00001517,20005,Upper Malone,95GG45,Belfast,NI,41,92,17,3,0,153,26.8,60.1,11.1,2,0,100
N00001518,20006,Upper Malone,95GG45,Belfast,NI,76,80,14,4,0,174,43.7,46,8,2.3,0,100
N00001519,20007,Upper Malone,95GG45,Belfast,NI,33,31,13,55,1,134,24.6,23.1,9.7,41,0.7,100
N00001520,20008,Upper Malone,95GG45,Belfast,NI,24,7,9,73,1,114,21.1,6.1,7.9,64,0.9,100
N00001521,20009,Upper Malone,95GG45,Belfast,NI,27,10,8,56,4,106,25.5,9.4,7.5,52.8,3.8,100
N00001522,20010,Upper Malone,95GG45,Belfast,NI,44,47,9,12,3,115,38.3,40.9,7.8,10.4,2.6,100
N00001523,20011,Upper Malone,95GG45,Belfast,NI,15,9,9,71,2,106,14.2,8.5,8.5,67,1.9,100
N00001524,20012,Upper Malone,95GG45,Belfast,NI,21,9,9,68,4,111,18.9,8.1,8.1,61.3,3.6,100
N00001525,20013,Upper Malone,95GG45,Belfast,NI,37,28,6,21,6,100,37,28,6,21,6,100
N00001526,20014,Upper Malone,95GG45,Belfast,NI,26,27,8,47,3,112,23.2,24.1,7.1,42,2.7,100
N00001527,20015,Upper Malone,95GG45,Belfast,NI,28,34,24,22,7,115,24.3,29.6,20.9,19.1,6.1,100
N00001528,20016,Upper Malone,95GG45,Belfast,NI,52,34,34,2,1,123,42.3,27.6,27.6,1.6,0.8,100
N00001529,20017,Upper Malone,95GG45,Belfast,NI,42,39,16,31,5,134,31.3,29.1,11.9,23.1,3.7,100
N00001530,20018,Upper Malone,95GG45,Belfast,NI,70,69,25,1,0,165,42.4,41.8,15.2,0.6,0,100
N00001531,20019,Upper Springfield,95GG46,Belfast,NI,36,13,1,57,5,112,32.1,11.6,0.9,50.9,4.5,100
N00001532,20020,Upper Springfield,95GG46,Belfast,NI,76,38,11,17,3,148,51.4,25.7,7.4,11.5,2,100
N00001533,20021,Upper Springfield,95GG46,Belfast,NI,86,60,18,101,6,271,31.7,22.1,6.6,37.3,2.2,100
N00001534,20022,Upper Springfield,95GG46,Belfast,NI,37,29,7,57,2,132,28,22,5.3,43.2,1.5,100
N00001535,20023,Upper Springfield,95GG46,Belfast,NI,23,5,5,111,3,148,15.5,3.4,3.4,75,2,100
N00001536,20024,Upper Springfield,95GG46,Belfast,NI,48,29,3,40,5,126,38.1,23,2.4,31.7,4,100
N00001537,20025,Upper Springfield,95GG46,Belfast,NI,21,15,2,84,5,128,16.4,11.7,1.6,65.6,3.9,100
N00001538,20026,Upper Springfield,95GG46,Belfast,NI,59,58,7,0,1,128,46.1,45.3,5.5,0,0.8,100
N00001539,20027,Upper Springfield,95GG46,Belfast,NI,41,15,6,49,3,116,35.3,12.9,5.2,42.2,2.6,100
N00001540,20028,Upper Springfield,95GG46,Belfast,NI,48,16,5,60,6,136,35.3,11.8,3.7,44.1,4.4,100
N00001541,20029,Upper Springfield,95GG46,Belfast,NI,22,10,6,75,4,118,18.6,8.5,5.1,63.6,3.4,100
N00001542,20030,Upper Springfield,95GG46,Belfast,NI,38,18,4,59,1,121,31.4,14.9,3.3,48.8,0.8,100
N00001543,20031,Upper Springfield,95GG46,Belfast,NI,33,27,11,58,4,133,24.8,20.3,8.3,43.6,3,100
N00001544,20032,Upper Springfield,95GG46,Belfast,NI,39,27,4,41,4,115,33.9,23.5,3.5,35.7,3.5,100
N00001545,20033,Water Works,95GG47,Belfast,NI,39,30,19,47,3,139,28.1,21.6,13.7,33.8,2.2,100
N00001546,20034,Water Works,95GG47,Belfast,NI,35,23,23,39,4,125,28,18.4,18.4,31.2,3.2,100
N00001547,20035,Water Works,95GG47,Belfast,NI,38,26,46,42,3,156,24.4,16.7,29.5,26.9,1.9,100
N00001548,20036,Water Works,95GG47,Belfast,NI,11,18,67,78,5,179,6.1,10.1,37.4,43.6,2.8,100
N00001549,20037,Water Works,95GG47,Belfast,NI,13,15,28,110,1,167,7.8,9,16.8,65.9,0.6,100
N00001550,20038,Water Works,95GG47,Belfast,NI,9,18,22,57,1,108,8.3,16.7,20.4,52.8,0.9,100
N00001551,20039,Water Works,95GG47,Belfast,NI,25,24,19,75,6,151,16.6,15.9,12.6,49.7,4,100
N00001552,20040,Water Works,95GG47,Belfast,NI,57,45,19,29,5,156,36.5,28.8,12.2,18.6,3.2,100
N00001553,20041,Water Works,95GG47,Belfast,NI,8,4,55,89,5,162,4.9,2.5,34,54.9,3.1,100
N00001554,20042,Water Works,95GG47,Belfast,NI,33,34,33,46,5,151,21.9,22.5,21.9,30.5,3.3,100
N00001555,20043,Water Works,95GG47,Belfast,NI,18,8,6,74,5,112,16.1,7.1,5.4,66.1,4.5,100
N00001556,20044,Water Works,95GG47,Belfast,NI,41,23,10,18,1,96,42.7,24,10.4,18.8,1,100
N00001557,20045,Water Works,95GG47,Belfast,NI,17,10,9,80,8,124,13.7,8.1,7.3,64.5,6.5,100
